assignee,sector
NATIONAL UNIV HOSPITAL (SINGAPORE) PTE LTD,university
NATIONAL UNIV HOSPITAL S PTE,university
NATIONAL UNIV HOSPITAL SINGAPORE PTL LTD,university
NATIONAL UNIV OF SINGAPO,university
NATIONAL UNIV OF SINGAPORE NUS,university
NATIONAL UNIV OF SINGAPORE [SG/SG],university
NATUR TECH PHARMACAL CO LTD,company
NATURAL TRACE PTE LTD,company
NATURION PTE LTD,company
NAVAD LIFE SCIENCES PTE LTD,company
NCODE CONSULTANT PTE LTD,company
NCS PTE LTD,company
NDR MEDICAL TECH PRIVATE LIMITED,company
NDR MEDICAL TECH PTE LTD,company
NDR MEDICAL TECHNOLOGY PTE LTD,company
NEAR PTE LTD,company
NEC APAC PTE LTD,company
NEC ASIA PACIFIC PTE LTD,company
NEC CORP,company
NEC HONG KONG LTD,company
NEMO POWER TOOLS LTD,company
NEO DERM GROUP LTD,company
NEO MECH LIMITED,company
NEOMA LTD,company
NEONEXUS PTE LTD,company
NEPHEW ASIA PACIFIC PTE LTD,company
NEPHTECH PTE LTD,company
NERDIO LTD,company
NERVOTEC PTE LTD,company
NEUFAST LTD,company
NEUOME PEPTIDES PTE LTD,company
NEURO CODE HOLDINGS PTE LTD,company
NEUROGLEE SCIENCE PTE LTD,company
NEUROGLEE THERAPEUTICS PTE LTD,company
NEUROGRESS LTD,company
NEW LIFE MEDICINE TECH COMPANY LIMITED,company
NEW PORTAL LTD,company
NEXTAN PTE LTD,company
NEXTKIDNEY SG PTE LTD,company
NEXTSMARTY HOLDINGS PTE LTD,company
NEXWRITER LTD,company
NGEE ANN POLYTECHNIC,university
NICAE SINGAPORE PTE LTD,company
NICE SURGICAL SOLUTIONS PTE LTD,company
NICK WANG TECH LTD,company
NICK WANG TECHNOLOGY LTD,company
NIKEGEN LTD,company
NIO NEXTEV LTD,company
NISSHINBO SINGAPORE PTE LTD,company
NITTO DENKO ASIA TECHNICAL CENTRE PTE LTD,company
NITTO DENKO CORP,company
NKSF STAR LTD,company
NOBELBIOTIX RES INSTITUTE LIMITED,company
NOMADD DESERT SOLAR SOLUTIONS PTE,company
NOMADD DESERT SOLAR SOLUTIONS PTE LTD,company
NOOGGI PTE LTD,company
NORTH & SOUTH BROTHER PHARMACY INVESTMENT CO LTD,company
NOVETEX TEXTILES LTD,company
NOVEX SCIENCE PTE LTD,company
NOVOHEART INTERNATIONAL LTD,company
NOVOHEART LTD,company
NSP TECH PTE LTD,company
NU LIFE CONSULTING PTE LTD,company
NUCLEUS DYNAMICS PTE LTD,company
NUEVOCOR PTE LTD,company
NUGRAN BIOTECH PTE LTD,company
NUMONI PTE LTD,company
NUSMETICS PTE LTD,company
NUTRITION SCIENCE DESIGN PTE LTD,company
NUTRITION SCIENCE PARTNERS LTD,company
NUWA ROBOTICS HK LTD,company
Nalagenetics Pte Ltd,company
Navad Life Sciences Pte,company
Neerkoli Pte Ltd,company
Next Opus Ventures LLP,company
O NET WAVETOUCH LTD,company
OCCUTRACK MEDICAL SOLUTIONS PTE LTD,company
OCUVIX PTE LTD,company
OD THERAPEUTICS LTD,company
ONANOFF LIMITE COMPANY LTD,company
ONANOFF LTD COMPANY,company
ONANOFF LTD COMPANY LTD,company
ONE BIOMED PTE LTD,company
ONECONNECT FINANCIAL TECH SINGAPORE CO PTE LTD,company
ONEDASH LTD,company
ONEEMPOWER PTE LTD,company
ONEGLOBE HOLDINGS LTD,company
ONEPERSONALIZATION LTD,company
ONEQR LTD,company
ONLINE MERCHANT DISTRIB AND DELIVERY OMDDY,company
ONLINE MERCHANT DISTRIB AND DELIVERY “OMDDY”,company
OOCL INFOTECH HOLDINGS LTD,company
OPEN4SALE INT PTE LTD,company
OPENST LTD,company
OPSIS PTE LTD,company
OPTIMAX MAN SERVICES PTE LTD,company
OPTIONNALYTICS PTE LTD,company
OPULENT ELECTRONICS INT PTE LTD,company
ORAICHAIN PTE LTD,company
ORBUSNEICH MEDICAL PTE LTD,company
ORCHESTRALL HEALTHCARE LTD,company
ORCHID MEDICAL PTE LTD,company
OREMI AI PRIVATE LTD,company
ORGANIZATIONAL STRATEGIES INT PTE LTD,company
ORICA INT PTE LTD,company
ORIENT G PTE LTD,company
ORTHOVISION PTE LTD,company
OSIM INT LTD,company
OSIM INT PTE LTD,company
OSLABB PTE LTD,company
OSLABS PTE LTD,company
OSPICON COMPANY LTD,company
OSTEOPORE INT PTE LTD,company
OTSAW DIGITAL PTE LTD,company
OUTSTANDING HEALTHCARE COMPANY LTD,company
OVE ARUP & PARTNERS HONG KONG LTD,company
OXION PTE LTD,company
OXTI PTE LTD,company
PACBRIDGE PARTNERS II INVEST CO LTD,company
PACIFIC ARROW LTD,company
PALEXY PTE LTD,company
PANEXO BIOTECH SG PTE LTD,company
PANGU BIOPHARMA LTD,company
PANOPTICAI LTD,company
PANTHERA LABS PTE LTD,company
PAPERFLY LTD,company
PARALLELCHAIN LAB PRIVATE LTD,company
PARAMEVIA PTE LTD,company
PARTIOR PTE LTD,company
PATHNOVA LABORATORIES PTE LTD,company
PATHWAY PHARMACEUTICALS LTD,company
PAYWATCH GLOBAL PTE LTD,company
PCCW VUCLIP (SINGAPORE) PTE LTD,company
PCCW VUCLIP SINGAPORE PTE LTD,company
PEACH INTELLIHEALTH PTE LTD,company
PEDRA TECH PTE LTD,company
PENCIL TECH PTE LTD,company
PENG CHENG ADVERSORY & CONSULTANCY SINGAPORE PTE LTD,company
PENGELLY CO LTD,company
PENSEES PTE LTD,company
PENTIDE THERAPEUTICS LTD,company
PERDAYS HEALTH FUNCTION FOOD CO LIMITED,company
PERECT VISION TECH HK LTD,company
PEREGRINE OPHTHALMIC PTE LTD,company
PERFECT NATURE PTE LTD,company
PERFECT VISION TECH (HK) LTD,company
PERFECT VISION TECH HK LTD,company
PERFORMANCE LABS PTE LTD,company
PETROLEUM 2 0 LTD,company
PHARMACOGENETICS LTD,company
PHARMALINK INTERNATIONAL LTD,company
PHARWAR BIOTECHNOLOGY INC PTE LTD,company
PHARWARD BIOTECHNOLOGY INC PTE LTD,company
PHASE SCIENT INTERNATIONAL LTD,company
PHASE SCIENTIFIC INTERNATIONAL LTD,company
PHOENIX MOLECULAR PTE LTD,company
PHOMEDICS LTD,company
PHOSKA BIOPHARMA PTE LTD,company
PHYX44 PTE LTD,company
PI XCELS PTE LTD,company
PINE MEDICAL LTD,company
PINGSENSE TECH LIMITED,company
PIVIPI LABS PTE LTD,company
PLANEAT FOODS PTE LTD,company
PLANO PTE LTD,company
PLANTARX LTD,company
PLATYSENS LTD,company
PLENAMED PTE LTD,company
PLESON HK TECH LIMITED,company
PLUSAI LTD,company
POINT ROBOTICS SINGAPORE PTE LTD,company
POINTED BIOTECH PTE LTD,company
POLAR SEAL LTD,company
POLY TECH SERVICES LTD,company
POLYWIN PTE LTD,company
PONG YUEN HOLDINGS LTD,company
POWA TECHNOLOGIES HONG KONG LTD,company
POWDER PHARMACEUTICALS INC,company
POWDER PHARMACEUTICALS INCORPORATED,company
POWER OF PLATELETS PTE LTD,company
PREC MEDICAL PTE LTD,company
PREC ROBOTICS HONG KONG LIMITED,company
PRESTIGE BIOPHARMA LTD,company
PRESTIGE BIOPHARMA PTE LTD,company
PRIME DRAGON LTD,company
PRIMEDENT PTE LTD,company
PRIMEDTECH LTD,company
PRIVE SERVICES LTD,company
PRIVITI PTE LTD,company
PROCTER & GAMBLE,company
PROFILEPRINT PTE LTD,company
PROHIBITION X PTE LTD,company
PROVENTURE (FAR EAST) LTD,company
PROVIDEND LTD,company
PROVIVA THERAPEUTICS HONG KONG LTD,company
PROXIMA BETA PTE LTD,company
PSA INT PTE LTD,company
PSC COSMETICS LTD,company
PSLOVE PTE LTD,company
PT APLIKASI KARYA ANAK BANGSA,company
PT GOTO GOJEK TOKOPEDIA TBK,company
PTS TECH PTE LIMITED,company
PTS TECH PTE LTD,company
PULMONGENE HONG KONG CO LTD,company
PUMPABLES PTE LTD,company
PURECELL BIOMEDICAL TECH COMPANY LIMITED,company
PURECODON HONG KONG BIOPHARMA LTD,company
PURECODON HONGKONG BIOPHARMA LTD,company
PUZHEN LIFE CO INC,company
PUZHEN LIFE CO LIMITED,company
PUZHEN LIFE CO LTD,company
PVP LABS PTE LTD,company
PWK HOLDINGS PTE LTD,company
PYROBETT PTE LTD,company
Poly Gain Pte Ltd,company
PreciX Pte Ltd,company
Q & M DENTAL GROUP SINGAPORE LTD,company
QALQON LTD,company
QUANTELA PTE LTD,company
QUANTIFIED ENERGY LABS PTE LTD,company
QUANTUM CYBERTECH LTD,company
QUANTUMCIEL PTE LTD,company
QUANTUMTX PTE LTD,company
QUATTRO VASCULAR PTE LTD,company
QUESTOR CAPITAL HOLDINGS LTD,company
QUINTECH LIFESCIENCES PTE LTD,company
QoreNext Pte Ltd,company
R K TECHNOLOGY & INVEST PTE LTD,company
RACEFIT INT COMPANY LTD,company
RACEFIT INTERNATIONAL COMPANY LTD,company
RACER TECH PTE LTD,company
RACER TECHNOLOGY PTE LTD,company
RADWISP PTE LTD,company
RAKUTEN ASIA PTE LTD,company
RAKUTEN SYMPHONY SINGAPORE PTE LTD,company
RAM LIFTING TECH PTE LTD,company
RAM SMAG LIFTING TECH PTE LTD,company
RAM THZ SOLUTIONS PTE LTD,company
RAPSODO PTE LTD,company
RAZ R ASIA PACIFIC PTE LTD,company
RAZER (ASIA-PACIFIC) PTE LTD,company
RAZER ASIA PACIFIC PTE LTD,company
REA GENETICS PTE LTD,company
REAL ESTATE ANALYTICS PTE LTD,company
REALITY BIOTECH COMPANY LTD,company
REALTEK SINGAPORE PRIVATE LTD,company
REALTEK SINGAPORE PTE LTD,company
REBERNI LTD,company
REBIO TECH LIMITED,company
RECYCLEGREEN PROJECT LTD,company
RED DOT PAYMENT PTE LTD,company
RED HORSE HOLDINGS PTE LTD,company
REDLOTUS HONG KONG LTD,company
REESTAR INTERNATIONAL LTD,company
REFLECTION BIOTECHNOLOGIES LTD,company
REGINA MIRACLE INT (GROUP) LTD,company
REGINA MIRACLE INTERNAT GROUP LTD,company
REGINA MIRACLE INTERNATIONAL GROUP LTD,company
REHAB ROBOTICS COMPANY LTD,company
RELIEVE THERAPEUTICS PTE LTD,company
REMO HOLDINGS LTD,company
RENEW GROUP PRIVATE LTD,company
RENEW GROUP PTE LTD,company
REVERSEADS PTE LTD,company
REXADVANCE TECH PTE LTD,company
RFID INNOVATION RES LIMITED,company
RG HEALTHCARE PTE LTD,company
RG INNOVATIONS PTE LTD,company
RG SMART PTE LTD,company
RGE SMART PTE LTD,company
RHEA GENETICS PTE LTD,company
RHT LTD,company
RIDY PTE LTD,company
RIGEL TECH S PTE LTD,company
RIGHT HAND CYBER SECURITY PTE LTD,company
RIGHT POSTURE PTE LTD,company
RING X CORPORATION LTD,company
RINUAGENE INTERNATIONAL HK LTD,company
RIVIA RES PTE LTD,company
RIWAY SINGAPORE PTE LTD,company
RKS GLOBAL PTE LTD,company
RMW CHO GROUP LTD,company
ROBOGENIX MEDICAL SINGAPORE PTE LTD,company
ROBOTICS CLUB LTD,company
ROCESO TECH PRIVATE LIMITED,company
ROCK & HERB PTE LTD,company
ROCKWELL AUTOMATION ASIA PACIFIC BUSINESS CENTER PTE LTD,company
ROEKETBC LTD,company
ROKKO SYSTEMS PTE LTD,company
ROKT PTE LTD,company
ROLLING PASTURES PTE LTD,company
RONA BIOSCIENCE LIMITED,company
RONA BIOSCIENCE LTD,company
RONDISH COMPANY LTD,company
ROOT KING PTE LTD,company
ROSS DIGITAL PTD LTD,company
ROSS DIGITAL PTE LTD,company
ROTAM AGROCHEM INT CO LTD,company
ROTAM AGROCHEM INTERNAT CO,company
ROTAM AGROCHEM INTERNATIONAL CO LTD,company
RSP INFORMATION SERVICE COMPANY LTD,company
RUBLIX DEV PTE LTD,company
RYNAN TECH PTE LTD,company
Radic8 PTE LTD,company
ResMed Asia Pte Ltd,company
Richards Health Group Pte Ltd,company
S ANCIAL PTE LTD,company
SABIC SK NEXLENE COMPANY PTE LTD,company
SAFEJECT INT PTE LTD,company
SAFEWALLET PTE LTD,company
SAGADIGITS LTD,company
SALTMINE PTE LTD,company
SANMA ELETRON HONG KONG APPLIANCE COMPANY LTD,company
SANWA BIOTECH LTD,company
SAVELIFE BIOTECHNOLOGY CO LTD,company
SBC VIRBAC LTD,company
SCG CELL THERAPY PTE LTD,company
SCHNEIDER ELECTRIC ASIA PTE LTD,company
SCHOOL OF GROWTH LTD,company
SCI WAVE PTE LTD,company
SCICLONE PHARMACEUTICALS INT SG PTE LTD,company
SCINOPHARM SINGAPORE PTE LTD,company
SCION LTD MEDICAL,company
SCION MEDICAL LTD,company
SCIPIO LIFE SCIENCES LTD,company
SEALAND HOLDINGS CO LTD,company
SECQURE SURGICAL PTE LTD,company
SEE MODE TECH PTE LTD,company
SELF IE ENTERPRISE PRIVATE LTD,company
SEMBCORP IND LTD,company
SEMBCORP WATERTECH PTE LTD,company
SEMICONDUCTOR TECH & INSTRUMENTS PTE LTD,company
SEMICONDUCTOR TECH & INSTRUMENTS PTE LTD SG,company
SEMICONDUCTOR TECH AND INSTRUMENTS PTE LTD,company
SEMICONDUCTOR TECHNOLOGIES AND INSTR PTE LTD,company
SENESCENCE LIFE SCIENCES PTE LTD,company
SENGENICS CORP PTE LTD,company
SENSERBOT PTE LTD,company
SENSETIME INT PET LTD,company
SENSETIME INT PTE LTD,company
SENSETIMENTERNATIONAL PTE LTD,company
SENTRIX TECH LTD,company
SERV MEDICAL PTE LTD,company
SERVICES PTE LTD,company
SES HOLDINGS PTE LTD,company
SEVENTH SENSE ARTIFICIAL INTELLIGENCE PRIVATE LIMTED,company
SEVENTH SENSE ARTIFICIAL INTELLIGENCE PRIVATE LTD,company
SEVENTH SENSE ARTIFICIAL INTELLIGENCE PVT LTD,company
SG MEDITECH PTE LTD,company
SG MidiTech Pte Ltd,company
SGPTH Life Science AB,company
SHANTON PHARMA PTE LTD,company
SHILEITECH LTD,company
SHIOK MEATS PTE LTD,company
SHIRAISHI CALCIUM SINGAPORE PTE LTD,company
SHOALTER AUTOMATION LTD,company
SHOPEE IP SINGAPORE PRIVATE LTD,company
SICH CASKET COMPANY LTD,company
SIEMENS MEDICAL INSTR PTE LTD,company
SIIX AGT MEDTECH PTE LTD,company
SILENTMODE LTD,company
SILEZIA GROUP PTE LTD,company
SILICAMED LTD,company
SILICON & SYSTEM CO LTD,company
SILOT PTE LTD,company
SILVER FACTORY TECH PTE LTD,company
SILVERLEAP TECH LIMITED,company
SIMPHARMA PTE LTD,company
SIMSEC HONG KONG LTD,company
SINDBAD GROUP LTD,company
SINGAPORE AIRLINES LTD,company
SINGAPORE BIOTECH PTE LTD,company
SINGAPORE EYE RES INST,public_rd
SINGAPORE EYE RES INSTITUTE,public_rd
SINGAPORE GENERAL HOSPITAL,public_rd
SINGAPORE GREEN CHEMICAL ENG PTE LTD,company
SINGAPORE HEALTH SERV PTE LTD,public_rd
SINGAPORE HEALTH SERVCIES PTE LTD,company
SINGAPORE HEALTH SERVICES PTD LTD,company
SINGAPORE HEALTH SERVICES PTE,company
SINGAPORE HEALTH SERVICES PTEL LTD,company
SINGAPORE INNOVATE PTE LTD,company
SINGAPORE INST FOR CLINICAL SCIENCES A STAR,public_rd
SINGAPORE INST FOR CLINICAL SCIENCES A-STAR,public_rd
SINGAPORE INST FOR CLINICAL SCIENCES BIOMEDICAL SCIENCES INSTS,public_rd
SINGAPORE MAN UNIV,university
SINGAPORE MAN UNIVERSITY,university
SINGAPORE MANAGEMENT UNIV,university
SINGAPORE MEDSENSE TECH PTE LTD,company
SINGAPORE MINISTRY OF HEALTH OFFICE FOR HEALTHCARE TRANSF,public_rd
SINGAPORE MINISTRY OF HEALTH OFFICE OF HEALTHCARE TRANSF,public_rd
SINGAPORE MINISTRY OF HEATH OFFICE FOR HEALTHCARE TRANSF,public_rd
SINGAPORE MIT ALLIANCE FOR RESEARCH & TECH CENTRE,public_rd
SINGAPORE NAT EYE CENTER PTE LTD,company
SINGAPORE NAT EYE CENTRE PTE LTD,company
SINGAPORE POLYTECHNIC,university
SINGAPORE PREC INDUSTRIES PTE LTD,company
SINGAPORE PRESS HOLDINGS LTD,company
SINGAPORE TECH ELECTRONICS LIMITED,company
SINGAPORE TELECOMM LTD,company
SINGAPORE TELECOMMUNICATIONS LTD,company
SINGAPORE UNIV OF TECH AND DESIGN,university
SINGAPORE UNIV OF TECHNOLOGY & DESIGN,university
SINGAPORE VOLITION PTE LTD,company
SINGAPORE ZE&Z INT PTE LTD,company
SINGAPORE ZE&Z INTERNAT PTE LTD,company
SINGAPORE ZE&ZINTERNATIONAL PTE LTD,company
SINGHEALTH SERVICES PTE LTD,company
SINGLE PERSON TRANSP DESIGN (SPTD) LTD,company
SINGLE PERSON TRANSP DESIGN SPTD LTD,company
SINGPILOT PTE LTD,company
SINGTEL CYBER SECURITY SINGAPORE PTE LTD,company
SINO INTERNAT GROUP LTD,company
SINO INTERNATIONAL GROUP LTD,company
SINOEAST CONCEPT LTD,company
SINOMAB BIOSCIENCE LTD,company
SIREMIX GMBH,company
SIRIONLABS PTE LTD,company
SIRONAX HONG KONG CO LIMITED,company
SIVANTOS PTE LTD,company
SIX CAPITAL PTE LTD,company
SIXAN PTE LTD,company
SIXSCAPE COMMUNICATIONS PTE LTD,company
SJLENTMODE LTD,company
SKAINOM PTE LTD,company
SKALA FINTECH COMPANY LTD,company
SKY PERFECT INTERNATIONAL LTD,company
SKYWORKS GLOBAL PTE LTD,company
SLEDGER FOUND PTE LTD,company
SLIP PAY TECH PTE LTD,company
SMALL BATCH LEARNING PTE LTD,company
SMALL HEALTHY ENVIRONMENT LTD,company
SMART BEAT PROFITS LTD,company
SMART BRAND LTD,company
SMART CHIP MICROELECTRONIC CO LTD,company
SMARTCLEAN TECH PTE LTD,company
SMARTCLEAN TECHNOLOGIES PTE LTD,company
SMARTCOMM ELECTRONICS PTE LTD,company
SMARTMISSIMO TECH PTE LTD,company
SMARTRX PTE LTD,company
SMARTSENS TECH HK CO LTD,company
SMARTWAVE MEDICAL HK LTD,company
SMITH & NEPEW ASIA PACIFIC PTE LTD,company
SMITH & NEPHEW ASIA PACIFIC LTD,company
SMITH & NEPHEW ASIA PACIFIC PLE LTD,company
SMITH & NEPHEW ASIA PACIFIC PTD LTD,company
SMITH & NEPHEW ASIA PACIFIC PTE LIIMITED,company
SMITH & NEPHEW ASIA PACIFIC PTE LIMTED,company
SMITH & NEPHEW ASIA PACIFIC PTE LIMTTED,company
SMITH & NEPHEW ASIA PACIFIC PTE LTD,company
SMITH & NEPHEW ASIAN PACIFIC PTE LTD,company
SMITH & NEPHEW PTD LTD,company
SMITH & NEPHEW PTE LTD,company
SMITH & NEPHEW PTE LTD SMITH,company
SMITH NEPHEW ASIA PACIFIC PTE LTD,company
SMITH&NEPHEW PTE LTD,company
SML MED TECH SOLUTIONS LTD,company
SMOOTHWEB TECH LIMITED,company
SMOOTHWEB TECH LTD,company
SMUDG COMPANY PTE LTD,company
SNITH & NEPHEW ASIA PACIFIC PTE LTD,company
SOCASH PTE LTD,company
SOFT LINES INT LTD,company
SOFT LINES INTERNATIONAL LTD,company
SOFT SENSE LIFE TECH PTE LTD,company
SOL MILLENNIUM MEDICAL HK LTD,company
SOL X PTE LTD,company
SOL-MILLENNIUM MEDICAL HK LTD,company
SOLARMAX PTE LTD,company
SOLOS TECH LIMITED,company
SOLUBOTS PTE LTD,company
SOLUTIO LTD,company
SOLVED BY TECHNOLOGY CO LIMITED,company
SOMNETICS GLOBAL PTE LTD,company
SONIKURE HOLDINGS LTD,company
SOPHIE?S BIONUTRIENTS PTE LTD,company
SOPHIES BIONUTRIENTS PTE LTD,company
SOPHIE’S BIONUTRIENTS PTE LTD,company
SOTER BIOPHARMA PTE LTD,company
SOULNANO LTD,company
SOURCE OF LIFE BIOTECHNOLOGY COMPANY LTD,company
SOUTH KING HEALTH LTD,company
SP AITH LTD,company
SP POWERASSETS LTD,company
SPACE PTE LTD,company
SPACEBRAINZ PRIVATE LTD,company
SPAYCE ASIA PTE LTD,company
SPAYCEASIA PTE LTD,company
SPEADTECH LTD,company
SPECTRUMEDICS INT PTE LTD,company
SPEROGENIX THERAPEUTICS LTD,company
SPH BIOTHERAPEUTICS HK LTD,company
SPLITMEDIALABS LTD,company
SPOROGENICS PTE LTD,company
SPORTSCIENTIA PTE LTD,company
ST ELECTRONICS (TRAINING & SIMULATION SYSTEMS) PTE LTD,company
ST ELECTRONICS TRAINING & SIMULATION SYSTEMS,company
ST ELECTRONICS TRAINING & SIMULATION SYSTEMS PTE LTD,company
ST ENG ELECTRONICS LTD,company
ST ENG IHQ PTE LTD,company
ST ENG INNOSPARKS PTE LTD,company
ST ENG LAND SYSTEMS LTD,company
ST ENG URBAN SOLUTIONS LTD,company
ST ENGINEERING ADVANCED MAT ENGINEERING PTE LTD,company
ST MICROELECTRONICS ASIA,company
ST MICROELECTRONICS ASIA PACIFIC PTE LTD,company
ST MICROELECTRONICS LTD,company
ST MICROELECTRONICS PTE LTD,company
STANDARD CHARTERED BANK,company
STANDARD CHARTERED BANK SINGAPORE LTD,company
STAR ARRAY PTE LTD,company
STAR BRIGHT BIO TECH LTD,company
STARSHOT PTE LTD,company
STEMCELL ESSENTIALS PTE LTD,company
STEP SURGICAL PTE LTD,company
STERLING IP PTE LTD,company
STF LABS PTE LTD,company
STR8BAT SPORTS TECH SOLUTIONS OTE,company
STR8BAT SPORTS TECH SOLUTIONS PTE LTD,company
STRAITDEER PTE LTD,company
STRUCTO PTE LTD,company
SU CC CORPORATION LTD,company
SUCCESS ASIA INC LTD,company
SUMITOMO SEIKA SINGAPORE PTE LTD,company
SUN ELECTRIC PTE LTD,company
SUN LUEN ELECTRICAL MFG CO LTD,company
SUN MOBILITY PTE LTD,company
SUN SINGAPORE SYSTEMS PTE LTD,company
SUNASIC TECH LIMITED,company
SUNIA,company
SUNIA PTE LTD,company
SUNIA PTE LTD SINGAPORE,company
SUNIAPTE LTD,company
SUNNY TECH ENTERPRISE LIMITED,company
SUNTORY BEVERAGE & FOOD ASIA PTE LTD,company
SUNTORY BEVERAGE AND FOOD ASIA PTE LTD,company
SUPER GAINER INVESTMENT LTD,company
SUPER RICH MOULDERS LTD,company
SUPERSYMMETRY PTE LTD,company
SUPPORT PTE LTD I,company
SUPREME QI PTE LTD,company
SURBANA JURONG PRIVATE LTD,company
SURBANA JURONG PTE LTD,company
SURECLEAN PTE LTD,company
SWAP HOLDINGS LTD,company
SWISS SPA SYSTEM LTD,company
SYMPHONY HOLDINGS LTD,company
SYNERK BIOTECH LTD,company
SYNGULAR TECH LIMITED,company
SYNOPTION PTE LTD,company
SYNPHNE PTE LTD,company
Sano V Ptd Ltd,company
Sano V Pte Ltd,company
Sigenic Pte Ltd,company
Silanna UV Technologies Pte Ltd,company
Simpple Pte Ltd,company
Singular Health Pte Ltd,company
TAASCOM INC,company
TACTILIS PTE LTD,company
TALENGEN INT LTD,company
TAN TOCK SENG HOSPITAL,public_rd
TAN TOCK SENG HOSPITAL PTE LTD,public_rd
TAN TOCK SENG HOSPITAL PTE LTD TTSH,public_rd
TARGET INFORMATION COMPANY LTD,company
TAVOTEK BIOTHERAPEUTICS HONG KONG LTD,company
TCRCURE HONG KONG LTD,company
TEAMSOLVE PTE LTD,company
TEAPASAR PTE LTD,company
TECHMED HEALTH PTE LTD,company
TECHNOLITE SINGAPORE PTE LTD,company
TECHSSISTED SURGICAL PTE LTD,company
TECTONIC TECH INNOVATION COMPANY LIMITED,company
TELECOM EQUIPMENT PTE LTD,company
TELEFIELD MEDICAL IMAGING LTD,company
TELEFLEX LIFE SCIENCES PTE LTD,company
TEMASEK LIFE SCIENCES LAB LTD,company
TEMASEK LIFE SCIENCES LABORATORY,public_rd
TEMASEK LIFE SCIENCES LABORATORY LTD,public_rd
TEMASEK LIFE SICENCES LABORATORY LTD,company
TEMASEK POLYTECHNIC,university
TENACIA BIOTECHNOLOGY HONG KONG CO LIMITED,company
TENACIA BIOTECHNOLOGY HONG KONG CO LTD,company
TENCENT MOBILITY LTD,company
TENDONPLUS MEDICAL PTE LTD,company
TENPAY GLOBAL PTE LTD,company
TERMINAL 1 LTD,company
TESCO DENTAL HONG KONG LTD,company
TESSA THERAPEUTICS LTD,company
TESSA THERAPEUTICS PTE LTD,company
TETSUYU HEALTHCARE HOLDINGS PTE LTD,company
TFI DIGITAL MEDIA LTD,company
THE BEAUTY NATION PTE LTD,company
THE BIOFACTORY PTE LTD,company
THE CHINESE UNIV OF HONG KONG,university
THE CHINESE UNIV OF HONG KONG OFFICE OF RES AND KNOWLEDGE TRANSFER SERVICES,university
THE CHINESE UNIV OF HONG KONG OFFICE OF RESEARCH AND KNOWLEDGE TRANSFER SERVICES,university
THE CHINESS UNIV OF HONG KONG,university
THE CHLOROPLAST PTE LTD,company
THE CHLOROPLASTPTE LTD,company
THE CLINICIAN PTE LTD,company
THE EDUCATION UNIV OF HONG KONG,university
THE HONGKONG AND SHANGHAI BANKING CORPORATION LTD,company
THE HONGKONG POLYTECHNIC UNIV,university
THE MONETARY AUTHORITY OF SINGAPORE,public_rd
THE NATIONAL UNIV OF SINGAPORE,university
THE SQIX COMPANY PTE LTD,company
THERAXYTE BIOSCIENCE HONG KONG LTD,company
THINKIN MAN LIMITED,company
THINXTREAM TECH PTD LTD,company
THINXTREAM TECH PTE LTD,company
THUNDER POWER HONG KONG LTD,company
THUNDER POWER NEW ENERGY VEHICLE DEV CO LTD,company
THUNDER POWER NEW ENERGY VEHICLE DEVELOPMENT CO LTD,company
THUNDER POWER NEW ENERGY VEHICLE DEVELOPMENT LTD,company
THUNDER POWER NEW ENERGY VIHICLE DEV COMPANY LTD,company
THUNDER POWER NEW ENERGY VIHICLE DEVELOPMENT COMPANY LTD,company
TIBERIAS TECH HK LIMITED,company
TIDETIME SUN LTD,company
TIKVA ALLOCELL PTE LTD,company
TMB LABS LTD,company
TOKU E BIOTECH LABORATORY PTE LTD,company
TOMOIKE BIO LTD,company
TOMOPHASE LTD,company
TOMORROWS IP LTD,company
TOMORROWS IP LTD A CHINESE COMPANY,company
TOOKITAKI HOLDING PTE LTD,company
TOP GLOVE INT SDN BHD,company
TOP VICTORY INVEST LTD,company
TOP VICTORY INVESTMENTS LTD,company
TOUREGO GLOBAL PTE LTD,company
TRAKOMATIC PTE LTD,company
TRANSF ROBOTICS PTE LTD,company
TRANWALL HOLDINGS LTD C/O CHANG LEUNG HUI & LI CPA LTD,company
TRAVECTA THERAPEUTICS INC,company
TRAVECTA THERAPEUTICS PTE LTD,company
TRAX TECH SOLUTIONS PIE LTD,company
TRAX TECH SOLUTIOS PTE LTD,company
TRAX TECHNOLIGY SOLUTION PTE LTD,company
TRAX TECHNOLOGY SOLUTIONS PTE LTD,company
TRAX TECHNOLOLGY SOLUTIONS PTE LTD,company
TREK 2000 INT LTD,company
TREK TECH (S) PTE LTD,company
TREK TECH S PTE LTD,company
TRIA PTE LTD,company
TRICOG HEALTH PTE LTD,company
TRIDENT CORPORATE SERVICES SINGAPORE PTE LTD AS TRUSTEE FOR THE ONEPLACE UNIT TRUST,company
TRISAIL MEDICAL PTE LTD,company
TRITECH WATER TECH PTE LTD,company
TSALYS LTD,company
TSG THERAPEUTICS PTE LTD,company
TSLC PTE LTD,company
TURTLETREE LAB PTE LTD,company
TURTLETREE LABS PTE LTD,company
TUTOR GROUP LTD,company
TUV SUD HONG KONG LTD,company
TWO BIRDS MEDICAL PTE LTD,company
TYCHAN PTE LTD,company
TYME LTD,company
TYMPHANY HK LTD,company
TYRAFOS TECHNOLOGIES CO LIMITED,company
TYSANA PTE LTD,company
U3D LTD,company
UBER DIAGNOSTICS PTE LTD,company
